season,week_num,celebrity_name,week_avg_score,est_fan_vote_mu,final_status,eliminated_week,sim_score,sim_placement,universe,judge_weight_applied,cum_avg_tech_score,cum_avg_fan_vote,max_rank_this_week,is_simulated_loser
1,3,Joey Mcintyre,7.333333333333333,0.14759181229706209,Finalist,4.0,0.35513898210250894,2,PERCENT,0.5,7.0,0.14759181229706209,5,False
1,3,John O'Hurley,8.0,0.10158083875088454,RunnerUp,4.0,0.32799593308409924,4,PERCENT,0.5,7.777777777777779,0.10158083875088454,5,False
1,3,Kelly Monaco,7.0,0.487943846866851,Winner,4.0,0.6860570544084139,1,PERCENT,0.5,5.666666666666667,0.487943846866851,5,False
1,3,Rachel Hunter,8.666666666666666,0.08724012307577268,Eliminated,4.0,0.3325231419367553,3,PERCENT,0.5,7.777777777777779,0.08724012307577268,5,False
1,4,Joey Mcintyre,6.666666666666667,0.32080424035403077,Finalist,4.0,0.5381955446947679,2,PERCENT,0.5,6.916666666666667,0.32080424035403077,4,False
1,4,John O'Hurley,7.0,0.24025414875813506,RunnerUp,4.0,0.46851501831590914,3,PERCENT,0.5,7.583333333333334,0.24025414875813506,4,False
1,4,Kelly Monaco,8.666666666666666,0.3208186375409111,Winner,4.0,0.6034273331838695,1,PERCENT,0.5,6.416666666666666,0.3208186375409111,4,False
1,4,Rachel Hunter,8.333333333333334,0.11812297334692479,Eliminated,4.0,0.3898621037728463,4,PERCENT,0.5,7.916666666666667,0.11812297334692479,4,True
2,1,Drew Lachey,8.0,0.10202285838233498,Winner,7.0,-4.0,1,RANK,0.5,8.0,0.10202285838233498,10,False
2,1,George Hamilton,6.0,0.05726600782296678,Eliminated,6.0,-14.0,8,RANK,0.5,6.0,0.05726600782296678,10,False
2,1,Giselle Fernandez,7.666666666666667,0.1119345272390367,Eliminated,3.0,-4.0,1,RANK,0.5,7.666666666666667,0.1119345272390367,10,False
2,1,Jerry Rice,7.0,0.09936388042309857,RunnerUp,7.0,-9.0,3,RANK,0.5,7.0,0.09936388042309857,10,False
2,1,Kenny Mayne,4.333333333333333,0.03629010001281306,Eliminated,1.0,-18.0,10,RANK,0.5,4.333333333333333,0.03629010001281306,10,True
2,1,Lisa Rinna,6.333333333333333,0.02388426363503224,Eliminated,7.0,-17.0,9,RANK,0.5,6.333333333333333,0.02388426363503224,10,False
2,1,Master P,4.0,0.3722218500640334,Eliminated,4.0,-11.0,6,RANK,0.5,4.0,0.3722218500640334,10,False
2,1,Stacy Keibler,7.333333333333333,0.09452221338041783,Finalist,7.0,-9.0,3,RANK,0.5,7.333333333333333,0.09452221338041783,10,False
2,1,Tatum O'Neal,7.666666666666667,0.04943781757735165,Eliminated,2.0,-10.0,5,RANK,0.5,7.666666666666667,0.04943781757735165,10,False
2,1,Tia Carrere,6.666666666666667,0.053056481462918685,Eliminated,5.0,-13.0,7,RANK,0.5,6.666666666666667,0.053056481462918685,10,False
2,2,Drew Lachey,9.0,0.14992163621493693,Winner,7.0,-4.0,1,RANK,0.5,8.5,0.14992163621493693,9,False
2,2,George Hamilton,7.333333333333333,0.06037945446487141,Eliminated,6.0,-11.0,6,RANK,0.5,6.666666666666666,0.06037945446487141,9,False
2,2,Giselle Fernandez,8.0,0.07635127218595025,Eliminated,3.0,-8.0,4,RANK,0.5,7.833333333333334,0.07635127218595025,9,False
2,2,Jerry Rice,7.666666666666667,0.10896521578260131,RunnerUp,7.0,-7.0,3,RANK,0.5,7.333333333333334,0.10896521578260131,9,False
2,2,Lisa Rinna,6.666666666666667,0.036658246322431434,Eliminated,7.0,-15.0,8,RANK,0.5,6.5,0.036658246322431434,9,False
2,2,Master P,5.333333333333333,0.41017423806943615,Eliminated,4.0,-10.0,5,RANK,0.5,4.666666666666666,0.41017423806943615,9,False
2,2,Stacy Keibler,9.666666666666666,0.09241522096409031,Finalist,7.0,-5.0,2,RANK,0.5,8.5,0.09241522096409031,9,False
2,2,Tatum O'Neal,5.666666666666667,0.02404975923627248,Eliminated,2.0,-17.0,9,RANK,0.5,6.666666666666667,0.02404975923627248,9,True
2,2,Tia Carrere,7.333333333333333,0.04108495675940649,Eliminated,5.0,-12.0,7,RANK,0.5,7.0,0.04108495675940649,9,False
2,3,Drew Lachey,9.0,0.1013434728310132,Winner,7.0,-5.0,1,RANK,0.5,8.666666666666666,0.1013434728310132,8,False
2,3,George Hamilton,7.333333333333333,0.06978708723369226,Eliminated,6.0,-10.0,5,RANK,0.5,6.888888888888888,0.06978708723369226,8,False
2,3,Giselle Fernandez,7.333333333333333,0.04487084033468865,Eliminated,3.0,-13.0,8,RANK,0.5,7.666666666666667,0.04487084033468865,8,True
2,3,Jerry Rice,6.333333333333333,0.11898425112194813,RunnerUp,7.0,-10.0,5,RANK,0.5,7.0,0.11898425112194813,8,False
2,3,Lisa Rinna,8.333333333333334,0.05987248188853393,Eliminated,7.0,-10.0,5,RANK,0.5,7.111111111111112,0.05987248188853393,8,False
2,3,Master P,4.666666666666667,0.42236183760992296,Eliminated,4.0,-9.0,4,RANK,0.5,4.666666666666667,0.42236183760992296,8,False
2,3,Stacy Keibler,9.0,0.05877004317805373,Finalist,7.0,-8.0,3,RANK,0.5,8.666666666666666,0.05877004317805373,8,False
2,3,Tia Carrere,8.666666666666666,0.1240099858021475,Eliminated,5.0,-5.0,1,RANK,0.5,7.5555555555555545,0.1240099858021475,8,False
2,4,Drew Lachey,9.333333333333334,0.11291128882387379,Winner,7.0,-4.0,1,RANK,0.5,8.833333333333334,0.11291128882387379,7,False
2,4,George Hamilton,7.0,0.10279071153436958,Eliminated,6.0,-11.0,7,RANK,0.5,6.916666666666666,0.10279071153436958,7,True
2,4,Jerry Rice,8.0,0.4582809328880591,RunnerUp,7.0,-6.0,2,RANK,0.5,7.25,0.4582809328880591,7,False
2,4,Lisa Rinna,8.666666666666666,0.040543343069953115,Eliminated,7.0,-9.0,4,RANK,0.5,7.5,0.040543343069953115,7,False
2,4,Master P,2.6666666666666665,0.11574199019290342,Eliminated,4.0,-9.0,4,RANK,0.5,4.166666666666667,0.11574199019290342,7,False
2,4,Stacy Keibler,8.666666666666666,0.10599111334452102,Finalist,7.0,-6.0,2,RANK,0.5,8.666666666666666,0.10599111334452102,7,False
2,4,Tia Carrere,8.333333333333334,0.06374062014631582,Eliminated,5.0,-10.0,6,RANK,0.5,7.75,0.06374062014631582,7,False
2,5,Drew Lachey,9.0,0.31028870078236764,Winner,7.0,-3.0,1,RANK,0.5,8.866666666666667,0.31028870078236764,6,False
2,5,George Hamilton,8.0,0.21374115987680917,Eliminated,6.0,-7.0,3,RANK,0.5,7.133333333333333,0.21374115987680917,6,False
2,5,Jerry Rice,7.666666666666667,0.13568521570977715,RunnerUp,7.0,-9.0,4,RANK,0.5,7.333333333333333,0.13568521570977715,6,False
2,5,Lisa Rinna,8.333333333333334,0.05476879292463751,Eliminated,7.0,-9.0,4,RANK,0.5,7.666666666666667,0.05476879292463751,6,False
2,5,Stacy Keibler,10.0,0.21971696151726497,Finalist,7.0,-3.0,1,RANK,0.5,8.933333333333334,0.21971696151726497,6,False
2,5,Tia Carrere,7.333333333333333,0.06579916918914493,Eliminated,5.0,-11.0,6,RANK,0.5,7.666666666666667,0.06579916918914493,6,True
2,6,Drew Lachey,10.0,0.45494787306146334,Winner,7.0,-2.0,1,RANK,0.5,9.055555555555555,0.45494787306146334,4,False
2,6,George Hamilton,7.666666666666667,0.08024674758645765,Eliminated,6.0,-8.0,4,RANK,0.5,7.222222222222222,0.08024674758645765,4,True
2,6,Jerry Rice,7.666666666666667,0.20205149996065472,RunnerUp,7.0,-6.0,3,RANK,0.5,7.388888888888889,0.20205149996065472,4,False
2,6,Lisa Rinna,9.0,0.0661561260417276,Eliminated,7.0,-8.0,4,RANK,0.5,7.888888888888889,0.0661561260417276,4,True
2,6,Stacy Keibler,10.0,0.196597753349693,Finalist,7.0,-4.0,2,RANK,0.5,9.11111111111111,0.196597753349693,4,False
2,7,Drew Lachey,9.166666666666666,0.2706439794256738,Winner,7.0,-3.0,1,RANK,0.5,9.071428571428571,0.2706439794256738,4,False
2,7,Jerry Rice,6.833333333333333,0.4086797460872773,RunnerUp,7.0,-5.0,3,RANK,0.5,7.309523809523809,0.4086797460872773,4,False
2,7,Lisa Rinna,8.833333333333334,0.07707945343478446,Eliminated,7.0,-7.0,4,RANK,0.5,8.023809523809524,0.07707945343478446,4,True
2,7,Stacy Keibler,9.166666666666666,0.2435968210522621,Finalist,7.0,-4.0,2,RANK,0.5,9.119047619047619,0.2435968210522621,4,False
2,1,Drew Lachey,8.0,0.10202285838233498,Winner,7.0,0.22509978145736456,3,PERCENT,0.5,8.0,0.10202285838233498,10,False
2,1,George Hamilton,6.0,0.05726600782296678,Eliminated,6.0,0.14957370012923896,8,PERCENT,0.5,6.0,0.05726600782296678,10,False
2,1,Giselle Fernandez,7.666666666666667,0.1119345272390367,Eliminated,3.0,0.22988324518594005,2,PERCENT,0.5,7.666666666666667,0.1119345272390367,10,False
2,1,Jerry Rice,7.0,0.09936388042309857,RunnerUp,7.0,0.20705618811374946,5,PERCENT,0.5,7.0,0.09936388042309857,10,False
2,1,Kenny Mayne,4.333333333333333,0.03629010001281306,Eliminated,1.0,0.10295676667845408,10,PERCENT,0.5,4.333333333333333,0.03629010001281306,10,True
2,1,Lisa Rinna,6.333333333333333,0.02388426363503224,Eliminated,7.0,0.12132016106943065,9,PERCENT,0.5,6.333333333333333,0.02388426363503224,10,False
2,1,Master P,4.0,0.3722218500640334,Eliminated,4.0,0.4337603116015482,1,PERCENT,0.5,4.0,0.3722218500640334,10,False
2,1,Stacy Keibler,7.333333333333333,0.09452221338041783,Finalist,7.0,0.20734272619919494,4,PERCENT,0.5,7.333333333333333,0.09452221338041783,10,False
2,1,Tatum O'Neal,7.666666666666667,0.04943781757735165,Eliminated,2.0,0.167386535524255,6,PERCENT,0.5,7.666666666666667,0.04943781757735165,10,False
2,1,Tia Carrere,6.666666666666667,0.053056481462918685,Eliminated,5.0,0.15562058402544335,7,PERCENT,0.5,6.666666666666667,0.053056481462918685,10,False
2,2,Drew Lachey,9.0,0.14992163621493693,Winner,7.0,0.28492163621291194,2,PERCENT,0.5,8.5,0.14992163621493693,9,False
2,2,George Hamilton,7.333333333333333,0.06037945446487141,Eliminated,6.0,0.17037945446322142,6,PERCENT,0.5,6.666666666666666,0.06037945446487141,9,False
2,2,Giselle Fernandez,8.0,0.07635127218595025,Eliminated,3.0,0.19635127218415027,5,PERCENT,0.5,7.833333333333334,0.07635127218595025,9,False
2,2,Jerry Rice,7.666666666666667,0.10896521578260131,RunnerUp,7.0,0.2239652157808763,4,PERCENT,0.5,7.333333333333334,0.10896521578260131,9,False
2,2,Lisa Rinna,6.666666666666667,0.036658246322431434,Eliminated,7.0,0.13665824632093143,8,PERCENT,0.5,6.5,0.036658246322431434,9,False
2,2,Master P,5.333333333333333,0.41017423806943615,Eliminated,4.0,0.4901742380682361,1,PERCENT,0.5,4.666666666666666,0.41017423806943615,9,False
2,2,Stacy Keibler,9.666666666666666,0.09241522096409031,Finalist,7.0,0.2374152209619153,3,PERCENT,0.5,8.5,0.09241522096409031,9,False
2,2,Tatum O'Neal,5.666666666666667,0.02404975923627248,Eliminated,2.0,0.10904975923499749,9,PERCENT,0.5,6.666666666666667,0.02404975923627248,9,True
2,2,Tia Carrere,7.333333333333333,0.04108495675940649,Eliminated,5.0,0.1510849567577565,7,PERCENT,0.5,7.0,0.04108495675940649,9,False
2,3,Drew Lachey,9.0,0.1013434728310132,Winner,7.0,0.2496951211802162,3,PERCENT,0.5,8.666666666666666,0.1013434728310132,8,False
2,3,George Hamilton,7.333333333333333,0.06978708723369226,Eliminated,6.0,0.19066620811082063,7,PERCENT,0.5,6.888888888888888,0.06978708723369226,8,False
2,3,Giselle Fernandez,7.333333333333333,0.04487084033468865,Eliminated,3.0,0.165749961211817,8,PERCENT,0.5,7.666666666666667,0.04487084033468865,8,True
2,3,Jerry Rice,6.333333333333333,0.11898425112194813,RunnerUp,7.0,0.22337985551583173,4,PERCENT,0.5,7.0,0.11898425112194813,8,False
2,3,Lisa Rinna,8.333333333333334,0.05987248188853393,Eliminated,7.0,0.19723511924890708,6,PERCENT,0.5,7.111111111111112,0.05987248188853393,8,False
2,3,Master P,4.666666666666667,0.42236183760992296,Eliminated,4.0,0.49928491453173196,1,PERCENT,0.5,4.666666666666667,0.42236183760992296,8,False
2,3,Stacy Keibler,9.0,0.05877004317805373,Finalist,7.0,0.20712169152725673,5,PERCENT,0.5,8.666666666666666,0.05877004317805373,8,False
2,3,Tia Carrere,8.666666666666666,0.1240099858021475,Eliminated,5.0,0.26686712865693557,2,PERCENT,0.5,7.5555555555555545,0.1240099858021475,8,False
2,4,Drew Lachey,9.333333333333334,0.11291128882387379,Winner,7.0,0.2901264786939267,2,PERCENT,0.5,8.833333333333334,0.11291128882387379,7,False
2,4,George Hamilton,7.0,0.10279071153436958,Eliminated,6.0,0.23570210393690927,4,PERCENT,0.5,6.916666666666666,0.10279071153436958,7,False
2,4,Jerry Rice,8.0,0.4582809328880591,RunnerUp,7.0,0.6101796670623901,1,PERCENT,0.5,7.25,0.4582809328880591,7,False
2,4,Lisa Rinna,8.666666666666666,0.040543343069953115,Eliminated,7.0,0.20510030509214508,6,PERCENT,0.5,7.5,0.040543343069953115,7,False
2,4,Master P,2.6666666666666665,0.11574199019290342,Eliminated,4.0,0.1663749015843471,7,PERCENT,0.5,4.166666666666667,0.11574199019290342,7,True
2,4,Stacy Keibler,8.666666666666666,0.10599111334452102,Finalist,7.0,0.270548075366713,3,PERCENT,0.5,8.666666666666666,0.10599111334452102,7,False
2,4,Tia Carrere,8.333333333333334,0.06374062014631582,Eliminated,5.0,0.22196846824457733,5,PERCENT,0.5,7.75,0.06374062014631582,7,False
2,5,Drew Lachey,9.0,0.31028870078236764,Winner,7.0,0.4890966477986827,1,PERCENT,0.5,8.866666666666667,0.31028870078236764,6,False
2,5,George Hamilton,8.0,0.21374115987680917,Eliminated,6.0,0.3726815572246448,3,PERCENT,0.5,7.133333333333333,0.21374115987680917,6,False
2,5,Jerry Rice,7.666666666666667,0.13568521570977715,RunnerUp,7.0,0.28800309650145295,4,PERCENT,0.5,7.333333333333333,0.13568521570977715,6,False
2,5,Lisa Rinna,8.333333333333334,0.05476879292463751,Eliminated,7.0,0.22033170682863298,5,PERCENT,0.5,7.666666666666667,0.05476879292463751,6,False
2,5,Stacy Keibler,10.0,0.21971696151726497,Finalist,7.0,0.4183924582020595,2,PERCENT,0.5,8.933333333333334,0.21971696151726497,6,False
2,5,Tia Carrere,7.333333333333333,0.06579916918914493,Eliminated,5.0,0.2114945334246609,6,PERCENT,0.5,7.666666666666667,0.06579916918914493,6,True
2,6,Drew Lachey,10.0,0.45494787306146334,Winner,7.0,0.6805117828308115,1,PERCENT,0.5,9.055555555555555,0.45494787306146334,5,False
2,6,George Hamilton,7.666666666666667,0.08024674758645765,Eliminated,6.0,0.2531790784096246,5,PERCENT,0.5,7.222222222222222,0.08024674758645765,5,True
2,6,Jerry Rice,7.666666666666667,0.20205149996065472,RunnerUp,7.0,0.3749838307838217,3,PERCENT,0.5,7.388888888888889,0.20205149996065472,5,False
2,6,Lisa Rinna,9.0,0.0661561260417276,Eliminated,7.0,0.269163644834141,4,PERCENT,0.5,7.888888888888889,0.0661561260417276,5,False
2,6,Stacy Keibler,10.0,0.196597753349693,Finalist,7.0,0.4221616631190412,2,PERCENT,0.5,9.11111111111111,0.196597753349693,5,False
2,7,Drew Lachey,9.166666666666666,0.2706439794256738,Winner,7.0,0.540251822554999,2,PERCENT,0.5,9.071428571428571,0.2706439794256738,4,False
2,7,Jerry Rice,6.833333333333333,0.4086797460872773,RunnerUp,7.0,0.6096601382382288,1,PERCENT,0.5,7.309523809523809,0.4086797460872773,4,False
2,7,Lisa Rinna,8.833333333333334,0.07707945343478446,Eliminated,7.0,0.33688337499577065,4,PERCENT,0.5,8.023809523809524,0.07707945343478446,4,True
2,7,Stacy Keibler,9.166666666666666,0.2435968210522621,Finalist,7.0,0.5132046641815874,3,PERCENT,0.5,9.119047619047619,0.2435968210522621,4,False
3,1,Emmitt Smith,8.0,0.659540580115456,Winner,8.0,-3.0,1,RANK,0.5,8.0,0.659540580115456,11,False
3,1,Harry Hamlin,5.666666666666667,0.03453388993925293,Eliminated,3.0,-12.0,6,RANK,0.5,5.666666666666667,0.03453388993925293,11,False
3,1,Jerry Springer,5.333333333333333,0.03424906331745085,Eliminated,7.0,-16.0,10,RANK,0.5,5.333333333333333,0.03424906331745085,11,False
3,1,Joey Lawrence,7.0,0.034286100609003646,Finalist,8.0,-11.0,4,RANK,0.5,7.0,0.034286100609003646,11,False
3,1,Mario Lopez,8.666666666666666,0.019572870852313365,RunnerUp,8.0,-10.0,2,RANK,0.5,8.666666666666666,0.019572870852313365,11,False
3,1,Monique Coleman,6.333333333333333,0.03446001850697278,Eliminated,8.0,-11.0,4,RANK,0.5,6.333333333333333,0.03446001850697278,11,False
3,1,Sara Evans,5.0,0.07887955029431061,Withdrew,,-12.0,6,RANK,0.5,5.0,0.07887955029431061,11,False
3,1,Shanna Moakler,6.0,0.0485657320891852,Eliminated,2.0,-10.0,2,RANK,0.5,6.0,0.0485657320891852,11,False
3,1,Tucker Carlson,4.0,0.034238644686284965,Eliminated,1.0,-19.0,11,RANK,0.5,4.0,0.034238644686284965,11,True
3,1,Vivica A. Fox,7.333333333333333,0.010094710492979638,Eliminated,4.0,-14.0,9,RANK,0.5,7.333333333333333,0.010094710492979638,11,False
3,1,Willa Ford,7.333333333333333,0.011578839096792297,Eliminated,5.0,-13.0,8,RANK,0.5,7.333333333333333,0.011578839096792297,11,False
3,2,Emmitt Smith,8.0,0.8297827821736438,Winner,8.0,-4.0,1,RANK,0.5,8.0,0.8297827821736438,10,False
3,2,Harry Hamlin,7.0,0.0019015055441649507,Eliminated,3.0,-11.0,5,RANK,0.5,6.333333333333334,0.0019015055441649507,10,False
3,2,Jerry Springer,6.333333333333333,0.15503234415788011,Eliminated,7.0,-12.0,6,RANK,0.5,5.833333333333333,0.15503234415788011,10,False
3,2,Joey Lawrence,9.666666666666666,0.0013417355252000373,Finalist,8.0,-7.0,2,RANK,0.5,8.333333333333332,0.0013417355252000373,10,False
3,2,Mario Lopez,7.0,0.0010213884045165086,RunnerUp,8.0,-14.0,9,RANK,0.5,7.833333333333333,0.0010213884045165086,10,False
3,2,Monique Coleman,8.666666666666666,0.0018819382183962727,Eliminated,8.0,-7.0,2,RANK,0.5,7.5,0.0018819382183962727,10,False
3,2,Sara Evans,7.0,0.007055207346091143,Withdrew,,-10.0,4,RANK,0.5,6.0,0.007055207346091143,10,False
3,2,Shanna Moakler,7.333333333333333,0.00045238971185810575,Eliminated,2.0,-16.0,10,RANK,0.5,6.666666666666666,0.00045238971185810575,10,True
3,2,Vivica A. Fox,8.0,0.0007119682668147386,Eliminated,4.0,-12.0,6,RANK,0.5,7.666666666666666,0.0007119682668147386,10,False
3,2,Willa Ford,7.666666666666667,0.000818740651435015,Eliminated,5.0,-13.0,8,RANK,0.5,7.5,0.000818740651435015,10,False
3,3,Emmitt Smith,6.333333333333333,0.9975136118223642,Winner,8.0,-10.0,5,RANK,0.5,7.444444444444444,0.9975136118223642,9,False
3,3,Harry Hamlin,7.333333333333333,0.00021360182912040932,Eliminated,3.0,-10.0,5,RANK,0.5,6.666666666666667,0.00021360182912040932,9,False
3,3,Jerry Springer,7.0,0.0005683677424809478,Eliminated,7.0,-11.0,7,RANK,0.5,6.222222222222221,0.0005683677424809478,9,False
3,3,Joey Lawrence,7.333333333333333,0.00013979942075663225,Finalist,8.0,-13.0,9,RANK,0.5,8.0,0.00013979942075663225,9,True
3,3,Mario Lopez,7.333333333333333,0.00022984315972227593,RunnerUp,8.0,-9.0,4,RANK,0.5,7.666666666666667,0.00022984315972227593,9,False
3,3,Monique Coleman,9.0,0.00020667785890772264,Eliminated,8.0,-8.0,3,RANK,0.5,8.0,0.00020667785890772264,9,False
3,3,Sara Evans,8.333333333333334,0.000696132354064564,Withdrew,,-5.0,1,RANK,0.5,6.777777777777779,0.000696132354064564,9,False
3,3,Vivica A. Fox,9.0,0.0002705265397436197,Eliminated,4.0,-5.0,1,RANK,0.5,8.11111111111111,0.0002705265397436197,9,False
3,3,Willa Ford,7.333333333333333,0.00016143927283830583,Eliminated,5.0,-12.0,8,RANK,0.5,7.444444444444444,0.00016143927283830583,9,False
3,4,Emmitt Smith,8.0,0.9161962513988328,Winner,8.0,-5.0,1,RANK,0.5,7.583333333333333,0.9161962513988328,8,False
3,4,Jerry Springer,7.333333333333333,0.002147724198542163,Eliminated,7.0,-10.0,5,RANK,0.5,6.5,0.002147724198542163,8,False
3,4,Joey Lawrence,9.0,0.0012469559052127824,Finalist,8.0,-9.0,4,RANK,0.5,8.25,0.0012469559052127824,8,False
3,4,Mario Lopez,9.666666666666666,0.0019240072532624665,RunnerUp,8.0,-5.0,1,RANK,0.5,8.166666666666666,0.0019240072532624665,8,False
3,4,Monique Coleman,8.0,0.0006788175351957493,Eliminated,8.0,-11.0,7,RANK,0.5,8.0,0.0006788175351957493,8,False
3,4,Sara Evans,6.666666666666667,0.07615341909860905,Withdrew,,-10.0,5,RANK,0.5,6.75,0.07615341909860905,8,False
3,4,Vivica A. Fox,8.0,0.0002289051819702003,Eliminated,4.0,-12.0,8,RANK,0.5,8.083333333333332,0.0002289051819702003,8,True
3,4,Willa Ford,9.333333333333334,0.001423919428372911,Eliminated,5.0,-7.0,3,RANK,0.5,7.916666666666667,0.001423919428372911,8,False
3,5,Emmitt Smith,9.0,0.016121304649271504,Winner,8.0,-5.0,1,RANK,0.5,7.866666666666665,0.016121304649271504,5,False
3,5,Jerry Springer,8.0,0.43389562788133246,Eliminated,7.0,-8.0,5,RANK,0.5,6.8,0.43389562788133246,5,True
3,5,Joey Lawrence,8.333333333333334,0.10387110135525847,Finalist,8.0,-8.0,5,RANK,0.5,8.266666666666667,0.10387110135525847,5,True
3,5,Mario Lopez,9.0,0.0018734594073784954,RunnerUp,8.0,-7.0,3,RANK,0.5,8.333333333333332,0.0018734594073784954,5,False
3,5,Monique Coleman,9.0,0.004298288617856886,Eliminated,8.0,-6.0,2,RANK,0.5,8.2,0.004298288617856886,5,False
3,5,Sara Evans,8.0,0.4393525661620616,Withdrew,,-7.0,3,RANK,0.5,7.0,0.4393525661620616,5,False
