season,week_num,celebrity_name,week_avg_score,week_z_sum,judge_count,signal_clarity,tech_rank,celebrity_industry,celebrity_age_during_season,final_status,eliminated_week,placement,ballroom_partner,had_bottom_two_record
2,2,Giselle Fernandez,8.0,2.6977999999999995,3,0.0,3.0,News Anchor,44,Eliminated,3.0,8,Jonathan Roberts,0
2,2,Jerry Rice,7.666666666666667,1.798533333333333,3,0.5773502691896257,4.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,2,Lisa Rinna,6.666666666666667,-0.8992666666666665,3,0.5773502691896257,7.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,2,Master P,5.333333333333333,-4.496333333333332,3,0.5773502691896257,9.0,Singer/Rapper,35,Eliminated,4.0,7,Ashly Delgrosso,0
2,2,Stacy Keibler,9.666666666666666,7.194133333333333,3,0.5773502691896258,1.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
2,2,Tatum O'Neal,5.666666666666667,-3.597066666666666,3,0.5773502691896257,8.0,Actor/Actress,42,Eliminated,2.0,9,Nick Kosovich,0
2,2,Tia Carrere,7.333333333333333,0.8992666666666665,3,0.5773502691896257,5.0,Actor/Actress,39,Eliminated,5.0,6,Maksim Chmerkoskiy,0
2,3,Drew Lachey,9.0,2.0233499999999998,3,0.0,1.0,Singer/Rapper,29,Winner,7.0,1,Cheryl Burke,0
2,3,George Hamilton,7.333333333333333,-1.3489,3,0.5773502691896258,5.0,Actor/Actress,66,Eliminated,6.0,5,Edyta Sliwinska,0
2,3,Giselle Fernandez,7.333333333333333,-1.3489,3,0.5773502691896257,5.0,News Anchor,44,Eliminated,3.0,8,Jonathan Roberts,0
2,3,Jerry Rice,6.333333333333333,-3.37225,3,0.5773502691896257,7.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,3,Lisa Rinna,8.333333333333334,0.67445,3,0.5773502691896255,4.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,3,Master P,4.666666666666667,-6.7445,3,1.1547005383792517,8.0,Singer/Rapper,35,Eliminated,4.0,7,Ashly Delgrosso,0
2,3,Stacy Keibler,9.0,2.0233499999999998,3,0.0,1.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
2,3,Tia Carrere,8.666666666666666,1.3489,3,0.5773502691896258,3.0,Actor/Actress,39,Eliminated,5.0,6,Maksim Chmerkoskiy,0
2,4,Drew Lachey,9.333333333333334,2.6978,3,0.5773502691896255,1.0,Singer/Rapper,29,Winner,7.0,1,Cheryl Burke,0
2,4,George Hamilton,7.0,-2.0233499999999998,3,0.0,6.0,Actor/Actress,66,Eliminated,6.0,5,Edyta Sliwinska,0
2,4,Jerry Rice,8.0,0.0,3,0.0,5.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,4,Lisa Rinna,8.666666666666666,1.3489,3,0.5773502691896255,2.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,4,Master P,2.6666666666666665,-10.7912,3,1.1547005383792515,7.0,Singer/Rapper,35,Eliminated,4.0,7,Ashly Delgrosso,0
2,4,Stacy Keibler,8.666666666666666,1.3489,3,0.5773502691896258,2.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
2,4,Tia Carrere,8.333333333333334,0.67445,3,0.5773502691896258,4.0,Actor/Actress,39,Eliminated,5.0,6,Maksim Chmerkoskiy,0
2,5,Drew Lachey,9.0,4.0466999999999995,3,0.0,2.0,Singer/Rapper,29,Winner,7.0,1,Cheryl Burke,0
2,5,George Hamilton,8.0,0.0,3,0.0,4.0,Actor/Actress,66,Eliminated,6.0,5,Edyta Sliwinska,0
2,5,Jerry Rice,7.666666666666667,-1.3489,3,0.5773502691896257,5.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,5,Lisa Rinna,8.333333333333334,1.3489,3,1.1547005383792515,3.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,5,Stacy Keibler,10.0,8.093399999999999,3,0.0,1.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
2,5,Tia Carrere,7.333333333333333,-2.6978,3,0.5773502691896258,6.0,Actor/Actress,39,Eliminated,5.0,6,Maksim Chmerkoskiy,0
2,6,Drew Lachey,10.0,2.0233499999999998,3,0.0,1.0,Singer/Rapper,29,Winner,7.0,1,Cheryl Burke,0
2,6,George Hamilton,7.666666666666667,-2.6978,3,0.5773502691896257,4.0,Actor/Actress,66,Eliminated,6.0,5,Edyta Sliwinska,0
2,6,Jerry Rice,7.666666666666667,-2.6978,3,0.5773502691896257,4.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,6,Lisa Rinna,9.0,0.0,3,0.0,3.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,6,Stacy Keibler,10.0,2.0233499999999998,3,0.0,1.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
2,7,Drew Lachey,9.166666666666666,0.7707999999999999,3,0.28867513459481275,1.0,Singer/Rapper,29,Winner,7.0,1,Cheryl Burke,0
2,7,Jerry Rice,6.833333333333333,-10.020399999999999,3,0.28867513459481275,4.0,Athlete,43,RunnerUp,7.0,2,Anna Trebunskaya,0
2,7,Lisa Rinna,8.833333333333334,-0.7707999999999999,3,0.28867513459481275,3.0,Actor/Actress,42,Eliminated,7.0,4,Louis Van Amstel,0
2,7,Stacy Keibler,9.166666666666666,0.7707999999999999,3,0.28867513459481314,1.0,Athlete,26,Finalist,7.0,3,Tony Dovolani,0
3,1,Emmitt Smith,8.0,2.6977999999999995,3,0.0,2.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,1,Harry Hamlin,5.666666666666667,-0.4496333333333333,3,0.5773502691896257,8.0,Actor/Actress,54,Eliminated,3.0,9,Ashly Delgrosso,0
3,1,Jerry Springer,5.333333333333333,-0.8992666666666665,3,0.5773502691896258,9.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,1,Joey Lawrence,7.0,1.3488999999999998,3,0.0,5.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,1,Mario Lopez,8.666666666666666,3.5970666666666666,3,0.5773502691896258,1.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,1,Monique Coleman,6.333333333333333,0.4496333333333333,3,0.5773502691896258,6.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,1,Sara Evans,5.0,-1.3488999999999998,3,0.0,10.0,Singer/Rapper,35,Withdrew,,6,Tony Dovolani,0
3,1,Shanna Moakler,6.0,0.0,3,1.0,7.0,Model,31,Eliminated,2.0,10,Jesse Desoto,0
3,1,Tucker Carlson,4.0,-2.6978,3,1.0,11.0,Tv Personality,37,Eliminated,1.0,11,Elena Grinenko,0
3,1,Vivica A. Fox,7.333333333333333,1.798533333333333,3,1.1547005383792517,3.0,Actor/Actress,42,Eliminated,4.0,8,Nick Kosovich,0
3,1,Willa Ford,7.333333333333333,1.798533333333333,3,0.5773502691896258,3.0,Singer/Rapper,25,Eliminated,5.0,7,Maksim Chmerkoskiy,0
3,2,Emmitt Smith,8.0,0.0,3,0.0,3.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,2,Harry Hamlin,7.0,-4.0466999999999995,3,0.0,7.0,Actor/Actress,54,Eliminated,3.0,9,Ashly Delgrosso,0
3,2,Jerry Springer,6.333333333333333,-6.7445,3,0.5773502691896257,10.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,2,Joey Lawrence,9.666666666666666,6.7445,3,0.5773502691896258,1.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,2,Mario Lopez,7.0,-4.0466999999999995,3,1.0,7.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,2,Monique Coleman,8.666666666666666,2.6978,3,0.5773502691896258,2.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,2,Sara Evans,7.0,-4.0466999999999995,3,0.0,7.0,Singer/Rapper,35,Withdrew,,6,Tony Dovolani,0
3,2,Shanna Moakler,7.333333333333333,-2.6978,3,0.5773502691896257,6.0,Model,31,Eliminated,2.0,10,Jesse Desoto,0
3,2,Vivica A. Fox,8.0,0.0,3,0.0,3.0,Actor/Actress,42,Eliminated,4.0,8,Nick Kosovich,0
3,2,Willa Ford,7.666666666666667,-1.3489,3,0.5773502691896257,5.0,Singer/Rapper,25,Eliminated,5.0,7,Maksim Chmerkoskiy,0
3,3,Emmitt Smith,6.333333333333333,-4.496333333333332,3,0.5773502691896257,9.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,3,Harry Hamlin,7.333333333333333,-1.798533333333333,3,0.5773502691896257,4.0,Actor/Actress,54,Eliminated,3.0,9,Ashly Delgrosso,0
3,3,Jerry Springer,7.0,-2.6977999999999995,3,0.0,8.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,3,Joey Lawrence,7.333333333333333,-1.798533333333333,3,1.1547005383792517,4.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,3,Mario Lopez,7.333333333333333,-1.798533333333333,3,1.1547005383792517,4.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,3,Monique Coleman,9.0,2.6977999999999995,3,0.0,1.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,3,Sara Evans,8.333333333333334,0.8992666666666665,3,0.5773502691896258,3.0,Singer/Rapper,35,Withdrew,,6,Tony Dovolani,0
3,3,Vivica A. Fox,9.0,2.6977999999999995,3,0.0,1.0,Actor/Actress,42,Eliminated,4.0,8,Nick Kosovich,0
3,3,Willa Ford,7.333333333333333,-1.798533333333333,3,0.5773502691896258,4.0,Singer/Rapper,25,Eliminated,5.0,7,Maksim Chmerkoskiy,0
3,4,Emmitt Smith,8.0,0.0,3,0.0,4.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,4,Jerry Springer,7.333333333333333,-2.6978,3,0.5773502691896258,7.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,4,Joey Lawrence,9.0,4.0466999999999995,3,0.0,3.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,4,Mario Lopez,9.666666666666666,6.7445,3,0.5773502691896258,1.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,4,Monique Coleman,8.0,0.0,3,0.0,4.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,4,Sara Evans,6.666666666666667,-5.3956,3,0.5773502691896257,8.0,Singer/Rapper,35,Withdrew,,6,Tony Dovolani,0
3,4,Vivica A. Fox,8.0,0.0,3,0.0,4.0,Actor/Actress,42,Eliminated,4.0,8,Nick Kosovich,0
3,4,Willa Ford,9.333333333333334,5.3956,3,0.5773502691896255,2.0,Singer/Rapper,25,Eliminated,5.0,7,Maksim Chmerkoskiy,0
3,5,Emmitt Smith,9.0,0.0,3,0.0,1.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,5,Jerry Springer,8.0,-4.0466999999999995,3,0.0,6.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,5,Joey Lawrence,8.333333333333334,-2.6978,3,0.5773502691896255,5.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,5,Mario Lopez,9.0,0.0,3,0.0,1.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,5,Monique Coleman,9.0,0.0,3,0.0,1.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,5,Sara Evans,8.0,-4.0466999999999995,3,0.0,6.0,Singer/Rapper,35,Withdrew,,6,Tony Dovolani,0
3,5,Willa Ford,9.0,0.0,3,0.0,1.0,Singer/Rapper,25,Eliminated,5.0,7,Maksim Chmerkoskiy,0
3,6,Emmitt Smith,8.333333333333334,0.67445,3,0.5773502691896255,2.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,6,Jerry Springer,6.0,-4.0466999999999995,3,1.0,5.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,6,Joey Lawrence,8.0,0.0,3,0.0,3.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,6,Mario Lopez,9.333333333333334,2.6978,3,0.5773502691896255,1.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,6,Monique Coleman,7.666666666666667,-0.67445,3,1.1547005383792517,4.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,7,Emmitt Smith,9.5,4.0466999999999995,3,0.5,1.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,7,Jerry Springer,7.666666666666667,-10.7912,3,0.2886751345948129,5.0,Tv Personality,62,Eliminated,7.0,5,Kym Johnson,0
3,7,Joey Lawrence,9.5,4.0466999999999995,3,0.5,1.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,7,Mario Lopez,9.333333333333334,2.6978,3,0.28867513459481275,3.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,7,Monique Coleman,9.0,0.0,3,0.0,4.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
3,8,Emmitt Smith,9.0,0.0,3,0.5,2.0,Athlete,37,Winner,8.0,1,Cheryl Burke,0
3,8,Joey Lawrence,9.0,0.0,3,0.5,2.0,Actor/Actress,30,Finalist,8.0,3,Edyta Sliwinska,0
3,8,Mario Lopez,9.5,3.2373600000000002,3,0.5,1.0,Actor/Actress,32,RunnerUp,8.0,2,Karina Smirnoff,0
3,8,Monique Coleman,8.833333333333334,-1.07912,3,0.28867513459481275,4.0,Actor/Actress,25,Eliminated,8.0,4,Louis Van Amstel,0
4,1,Apolo Anton Ohno,7.0,2.0233499999999998,3,0.0,3.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,1,Billy Ray Cyrus,4.333333333333333,-3.37225,3,0.5773502691896257,11.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,1,Clyde Drexler,5.333333333333333,-1.3489,3,0.5773502691896257,9.0,Athlete,44,Eliminated,5.0,8,Elena Grinenko,0
4,1,Heather Mills,6.0,0.0,3,0.0,7.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,1,Ian Ziering,7.0,2.0233499999999998,3,0.0,3.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,1,Joey Fatone,8.0,4.0466999999999995,3,0.0,1.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,1,John Ratzenberger,5.666666666666667,-0.67445,3,0.5773502691896257,8.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,1,Laila Ali,7.666666666666667,3.37225,3,0.5773502691896257,2.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,1,Leeza Gibbons,5.0,-2.0233499999999998,3,0.0,10.0,Tv Personality,50,Eliminated,4.0,9,Tony Dovolani,0
4,1,Paulina Porizkova,6.333333333333333,0.67445,3,0.5773502691896258,5.0,Model,41,Eliminated,2.0,11,Alec Mazo,0
4,1,Shandi Finnessey,6.333333333333333,0.67445,3,0.5773502691896258,5.0,Beauty Pagent,28,Eliminated,3.0,10,Brian Fortuna,0
4,2,Apolo Anton Ohno,8.666666666666666,6.7445,3,0.5773502691896258,2.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,2,Billy Ray Cyrus,7.0,0.0,3,0.0,6.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,2,Clyde Drexler,6.0,-4.0466999999999995,3,0.0,11.0,Athlete,44,Eliminated,5.0,8,Elena Grinenko,0
4,2,Heather Mills,8.0,4.0466999999999995,3,0.0,3.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,2,Ian Ziering,7.333333333333333,1.3489,3,0.5773502691896257,5.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,2,Joey Fatone,8.0,4.0466999999999995,3,0.0,3.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,2,John Ratzenberger,7.0,0.0,3,0.0,6.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,2,Laila Ali,9.0,8.093399999999999,3,0.0,1.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,2,Leeza Gibbons,7.0,0.0,3,0.0,6.0,Tv Personality,50,Eliminated,4.0,9,Tony Dovolani,0
4,2,Paulina Porizkova,7.0,0.0,3,0.0,6.0,Model,41,Eliminated,2.0,11,Alec Mazo,0
4,2,Shandi Finnessey,6.666666666666667,-1.3489,3,0.5773502691896257,10.0,Beauty Pagent,28,Eliminated,3.0,10,Brian Fortuna,0
4,3,Apolo Anton Ohno,7.666666666666667,2.6978,3,0.5773502691896257,5.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,3,Billy Ray Cyrus,7.0,0.0,3,0.0,6.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,3,Clyde Drexler,5.333333333333333,-6.7445,3,0.5773502691896257,10.0,Athlete,44,Eliminated,5.0,8,Elena Grinenko,0
4,3,Heather Mills,8.0,4.0466999999999995,3,0.0,1.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,3,Ian Ziering,8.0,4.0466999999999995,3,0.0,1.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,3,Joey Fatone,8.0,4.0466999999999995,3,0.0,1.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,3,John Ratzenberger,6.666666666666667,-1.3489,3,0.5773502691896257,9.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,3,Laila Ali,7.0,0.0,3,0.0,6.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,3,Leeza Gibbons,8.0,4.0466999999999995,3,0.0,1.0,Tv Personality,50,Eliminated,4.0,9,Tony Dovolani,0
4,3,Shandi Finnessey,7.0,0.0,3,0.0,6.0,Beauty Pagent,28,Eliminated,3.0,10,Brian Fortuna,0
4,4,Apolo Anton Ohno,8.666666666666666,3.37225,3,0.5773502691896258,2.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,4,Billy Ray Cyrus,7.0,0.0,3,0.0,5.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,4,Clyde Drexler,5.0,-4.0466999999999995,3,1.0,9.0,Athlete,44,Eliminated,5.0,8,Elena Grinenko,0
4,4,Heather Mills,7.666666666666667,1.3489,3,0.5773502691896257,4.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,4,Ian Ziering,8.0,2.0233499999999998,3,1.0,3.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,4,Joey Fatone,9.333333333333334,4.72115,3,0.5773502691896258,1.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,4,John Ratzenberger,5.333333333333333,-3.37225,3,0.5773502691896257,7.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,4,Laila Ali,7.0,0.0,3,0.0,5.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,4,Leeza Gibbons,5.333333333333333,-3.37225,3,0.5773502691896257,7.0,Tv Personality,50,Eliminated,4.0,9,Tony Dovolani,0
4,5,Apolo Anton Ohno,10.0,3.37225,3,0.0,1.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,5,Billy Ray Cyrus,5.666666666666667,-2.4729833333333335,3,0.5773502691896258,7.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,5,Clyde Drexler,4.333333333333333,-4.271516666666666,3,0.5773502691896257,8.0,Athlete,44,Eliminated,5.0,8,Elena Grinenko,0
4,5,Heather Mills,7.0,-0.6744499999999999,3,0.0,5.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,5,Ian Ziering,8.0,0.6744499999999999,3,0.0,4.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,5,Joey Fatone,8.333333333333334,1.1240833333333333,3,0.5773502691896255,3.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,5,John Ratzenberger,6.0,-2.0233499999999998,3,0.0,6.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,5,Laila Ali,9.333333333333334,2.4729833333333335,3,0.5773502691896258,2.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,6,Apolo Anton Ohno,9.333333333333334,2.6978,3,0.5773502691896255,1.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,6,Billy Ray Cyrus,7.0,-2.0233499999999998,3,0.0,6.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,6,Heather Mills,7.666666666666667,-0.67445,3,0.5773502691896257,5.0,Model,39,Eliminated,6.0,7,Jonathan Roberts,0
4,6,Ian Ziering,8.0,0.0,3,0.0,4.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,6,Joey Fatone,9.0,2.0233499999999998,3,0.0,3.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,6,John Ratzenberger,6.333333333333333,-3.37225,3,0.5773502691896257,7.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,6,Laila Ali,9.333333333333334,2.6978,3,0.5773502691896255,1.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,7,Apolo Anton Ohno,9.0,0.0,3,0.5,3.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,7,Billy Ray Cyrus,6.333333333333333,-5.3956,3,0.2886751345948129,6.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
4,7,Ian Ziering,9.0,0.0,3,0.0,3.0,Actor/Actress,42,Eliminated,9.0,4,Cheryl Burke,0
4,7,Joey Fatone,9.833333333333334,1.686125,3,0.28867513459481275,1.0,Singer/Rapper,30,RunnerUp,9.0,2,Kym Johnson,0
4,7,John Ratzenberger,7.5,-3.0350249999999996,3,0.0,5.0,Actor/Actress,59,Eliminated,7.0,6,Edyta Sliwinska,0
4,7,Laila Ali,9.833333333333334,1.686125,3,0.28867513459481275,1.0,Athlete,29,Finalist,9.0,3,Maksim Chmerkoskiy,0
4,8,Apolo Anton Ohno,9.666666666666666,2.15824,3,0.5773502691896258,1.0,Athlete,24,Winner,9.0,1,Julianne Hough,0
4,8,Billy Ray Cyrus,6.333333333333333,-8.63296,3,0.28867513459481275,5.0,Singer/Rapper,45,Eliminated,8.0,5,Karina Smirnoff,0
