celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,results,final_status,eliminated_week,raw_score,week_num,judge_id,score_z,partner_alpha,week_avg_score,week_total_score,judge_count,partner_hist_avg_placement,score_delta,cum_score_avg,n_competitors,relative_technical_rank,ind_Fashion,ind_Music,ind_Other,ind_Screen,ind_Sports,age_GenZ,age_Millennial,age_GenX,age_Senior,est_fan_vote_pct,est_fan_vote_rank,inference_entropy,est_certainty_score,solver_converged
Rachel Hunter,Jonathan Roberts,Model,Nan,New Zealand,35,1,4,Eliminated Week 4,Eliminated,4.0,7.0,1,1,0.0,7.422617857142858,6.666666666666667,20.0,3,6.25,0.0,6.666666666666667,6,0.7777777777777778,1,0,0,0,0,0,1,0,0,0.07758425079098528,5.0,4.0012261948937455,0.040456076905511784,True
Rachel Hunter,Jonathan Roberts,Model,Nan,New Zealand,35,1,4,Eliminated Week 4,Eliminated,4.0,7.0,1,1,0.0,7.422617857142858,6.666666666666667,20.0,3,6.25,0.0,6.666666666666667,6,0.7777777777777778,1,0,0,0,0,0,1,0,0,0.07758425079098528,5.0,4.0012261948937455,0.040456076905511784,True
Joey Mcintyre,Ashly Delgrosso,Singer/Rapper,Massachusetts,United States,32,1,3,3Rd Place,Finalist,0.0,7.0,1,1,0.0,5.655555555555556,6.666666666666667,20.0,3,6.666666666666667,0.0,6.666666666666667,6,0.7777777777777778,0,1,0,0,0,0,1,0,0,0.03826514892652407,14.0,4.0012261948937455,0.040456076905511784,True
Joey Mcintyre,Ashly Delgrosso,Singer/Rapper,Massachusetts,United States,32,1,3,3Rd Place,Finalist,0.0,7.0,1,1,0.0,5.655555555555556,6.666666666666667,20.0,3,6.666666666666667,0.0,6.666666666666667,6,0.7777777777777778,0,1,0,0,0,0,1,0,0,0.03826514892652407,14.0,4.0012261948937455,0.040456076905511784,True
Joey Mcintyre,Ashly Delgrosso,Singer/Rapper,Massachusetts,United States,32,1,3,3Rd Place,Finalist,0.0,7.0,1,1,0.0,5.655555555555556,6.666666666666667,20.0,3,6.666666666666667,0.0,6.666666666666667,6,0.7777777777777778,0,1,0,0,0,0,1,0,0,0.03826514892652407,14.0,4.0012261948937455,0.040456076905511784,True
Trista Sutter,Louis Van Amstel,Tv Personality,Indiana,United States,32,1,6,Eliminated Week 2,Eliminated,2.0,6.0,1,1,-0.42105263157894735,7.3619280788177335,6.0,18.0,3,6.29064039408867,0.0,6.0,6,0.3611111111111111,0,0,1,0,0,0,1,0,0,0.050758979667791235,8.0,4.0012261948937455,0.040456076905511784,True
Trista Sutter,Louis Van Amstel,Tv Personality,Indiana,United States,32,1,6,Eliminated Week 2,Eliminated,2.0,6.0,1,1,-0.42105263157894735,7.3619280788177335,6.0,18.0,3,6.29064039408867,0.0,6.0,6,0.3611111111111111,0,0,1,0,0,0,1,0,0,0.050758979667791235,8.0,4.0012261948937455,0.040456076905511784,True
Trista Sutter,Louis Van Amstel,Tv Personality,Indiana,United States,32,1,6,Eliminated Week 2,Eliminated,2.0,6.0,1,1,-0.42105263157894735,7.3619280788177335,6.0,18.0,3,6.29064039408867,0.0,6.0,6,0.3611111111111111,0,0,1,0,0,0,1,0,0,0.050758979667791235,8.0,4.0012261948937455,0.040456076905511784,True
Tatum O'Neal,Nick Kosovich,Actor/Actress,California,United States,42,2,9,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,7.611111111111111,7.666666666666667,23.0,3,8.333333333333334,0.0,7.666666666666667,10,0.8166666666666667,0,0,0,1,0,0,0,1,0,0.053524564942718,4.5,4.531951198617303,0.07641079206591073,True
Tatum O'Neal,Nick Kosovich,Actor/Actress,California,United States,42,2,9,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,7.611111111111111,7.666666666666667,23.0,3,8.333333333333334,0.0,7.666666666666667,10,0.8166666666666667,0,0,0,1,0,0,0,1,0,0.053524564942718,4.5,4.531951198617303,0.07641079206591073,True
Tatum O'Neal,Nick Kosovich,Actor/Actress,California,United States,42,2,9,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,7.611111111111111,7.666666666666667,23.0,3,8.333333333333334,0.0,7.666666666666667,10,0.8166666666666667,0,0,0,1,0,0,0,1,0,0.05352456494271693,6.0,4.531951198617303,0.07641079206591073,True
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,6,Eliminated Week 5,Eliminated,5.0,6.0,1,1,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,10,0.4666666666666667,0,0,0,1,0,0,1,0,0,0.03685398800027554,13.0,4.531951198617303,0.07641079206591073,True
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,6,Eliminated Week 5,Eliminated,5.0,6.0,1,1,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,10,0.4666666666666667,0,0,0,1,0,0,1,0,0,0.036853988000274465,14.0,4.531951198617303,0.07641079206591073,True
Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,6,Eliminated Week 5,Eliminated,5.0,6.0,1,1,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,10,0.4666666666666667,0,0,0,1,0,0,1,0,0,0.0368539880002734,15.0,4.531951198617303,0.07641079206591073,True
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,5,Eliminated Week 6,Eliminated,6.0,7.0,1,1,-0.5,7.255746551724138,6.0,18.0,3,5.379310344827586,0.0,6.0,10,0.26666666666666666,0,0,0,1,0,0,0,0,1,0.01708157780612023,23.0,4.531951198617303,0.07641079206591073,True
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,5,Eliminated Week 6,Eliminated,6.0,7.0,1,1,-0.5,7.255746551724138,6.0,18.0,3,5.379310344827586,0.0,6.0,10,0.26666666666666666,0,0,0,1,0,0,0,0,1,0.01708157780612023,23.0,4.531951198617303,0.07641079206591073,True
George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,5,Eliminated Week 6,Eliminated,6.0,7.0,1,1,-0.5,7.255746551724138,6.0,18.0,3,5.379310344827586,0.0,6.0,10,0.26666666666666666,0,0,0,1,0,0,0,0,1,0.01708157780612023,23.0,4.531951198617303,0.07641079206591073,True
Lisa Rinna,Louis Van Amstel,Actor/Actress,California,United States,42,2,4,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,10,0.36666666666666664,0,0,0,1,0,0,0,1,0,0.021768661718207842,19.0,4.531951198617303,0.07641079206591073,True
Lisa Rinna,Louis Van Amstel,Actor/Actress,California,United States,42,2,4,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,10,0.36666666666666664,0,0,0,1,0,0,0,1,0,0.02176866171820677,20.5,4.531951198617303,0.07641079206591073,True
Lisa Rinna,Louis Van Amstel,Actor/Actress,California,United States,42,2,4,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,10,0.36666666666666664,0,0,0,1,0,0,0,1,0,0.02176866171820677,20.5,4.531951198617303,0.07641079206591073,True
Stacy Keibler,Tony Dovolani,Athlete,Maryland,United States,26,2,3,3Rd Place,Finalist,0.0,8.0,1,1,0.0,7.630800000000001,7.333333333333333,22.0,3,6.285714285714286,0.0,7.333333333333333,10,0.6666666666666666,0,0,0,0,1,0,1,0,0,0.04416871943726735,11.0,4.531951198617303,0.07641079206591073,True
Stacy Keibler,Tony Dovolani,Athlete,Maryland,United States,26,2,3,3Rd Place,Finalist,0.0,8.0,1,1,0.0,7.630800000000001,7.333333333333333,22.0,3,6.285714285714286,0.0,7.333333333333333,10,0.6666666666666666,0,0,0,0,1,0,1,0,0,0.04416871943726735,11.0,4.531951198617303,0.07641079206591073,True
Stacy Keibler,Tony Dovolani,Athlete,Maryland,United States,26,2,3,3Rd Place,Finalist,0.0,8.0,1,1,0.0,7.630800000000001,7.333333333333333,22.0,3,6.285714285714286,0.0,7.333333333333333,10,0.6666666666666666,0,0,0,0,1,0,1,0,0,0.04416871943726735,11.0,4.531951198617303,0.07641079206591073,True
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2,2Nd Place,Runnerup,0.0,7.0,1,1,-0.5,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.0,10,0.5666666666666667,0,0,0,0,1,0,0,1,0,0.030420028765183387,17.5,4.531951198617303,0.07641079206591073,True
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2,2Nd Place,Runnerup,0.0,7.0,1,1,-0.5,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.0,10,0.5666666666666667,0,0,0,0,1,0,0,1,0,0.030420028765183387,17.5,4.531951198617303,0.07641079206591073,True
Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2,2Nd Place,Runnerup,0.0,7.0,1,1,-0.5,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.0,10,0.5666666666666667,0,0,0,0,1,0,0,1,0,0.03042002876518446,16.0,4.531951198617303,0.07641079206591073,True
Giselle Fernandez,Jonathan Roberts,News Anchor,Nan,Mexico,44,2,8,Eliminated Week 3,Eliminated,3.0,7.0,1,1,-0.5,7.422617857142858,7.666666666666667,23.0,3,6.25,0.0,7.666666666666667,10,0.8166666666666667,0,0,1,0,0,0,0,1,0,0.04963735206759902,8.0,4.531951198617303,0.07641079206591073,True
Giselle Fernandez,Jonathan Roberts,News Anchor,Nan,Mexico,44,2,8,Eliminated Week 3,Eliminated,3.0,7.0,1,1,-0.5,7.422617857142858,7.666666666666667,23.0,3,6.25,0.0,7.666666666666667,10,0.8166666666666667,0,0,1,0,0,0,0,1,0,0.04963735206759902,8.0,4.531951198617303,0.07641079206591073,True
Giselle Fernandez,Jonathan Roberts,News Anchor,Nan,Mexico,44,2,8,Eliminated Week 3,Eliminated,3.0,7.0,1,1,-0.5,7.422617857142858,7.666666666666667,23.0,3,6.25,0.0,7.666666666666667,10,0.8166666666666667,0,0,1,0,0,0,0,1,0,0.04963735206759902,8.0,4.531951198617303,0.07641079206591073,True
Master P,Ashly Delgrosso,Singer/Rapper,Louisiana,United States,35,2,7,Eliminated Week 4,Eliminated,4.0,4.0,1,1,-2.0,5.655555555555556,4.0,12.0,3,6.666666666666667,0.0,4.0,10,0.06666666666666667,0,1,0,0,0,0,1,0,0,0.002712692762794083,27.0,4.531951198617303,0.07641079206591073,True
Master P,Ashly Delgrosso,Singer/Rapper,Louisiana,United States,35,2,7,Eliminated Week 4,Eliminated,4.0,4.0,1,1,-2.0,5.655555555555556,4.0,12.0,3,6.666666666666667,0.0,4.0,10,0.06666666666666667,0,1,0,0,0,0,1,0,0,0.002712692762794619,25.5,4.531951198617303,0.07641079206591073,True
Master P,Ashly Delgrosso,Singer/Rapper,Louisiana,United States,35,2,7,Eliminated Week 4,Eliminated,4.0,4.0,1,1,-2.0,5.655555555555556,4.0,12.0,3,6.666666666666667,0.0,4.0,10,0.06666666666666667,0,1,0,0,0,0,1,0,0,0.002712692762794619,25.5,4.531951198617303,0.07641079206591073,True
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,10,0.9666666666666667,0,1,0,0,0,0,1,0,0,0.07521341015624011,2.0,4.531951198617303,0.07641079206591073,True
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,10,0.9666666666666667,0,1,0,0,0,0,1,0,0,0.07521341015624011,2.0,4.531951198617303,0.07641079206591073,True
Drew Lachey,Cheryl Burke,Singer/Rapper,Ohio,United States,29,2,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,10,0.9666666666666667,0,1,0,0,0,0,1,0,0,0.07521341015624011,2.0,4.531951198617303,0.07641079206591073,True
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,10,Eliminated Week 1,Eliminated,1.0,4.0,1,1,-2.0,4.333333333333333,4.333333333333333,13.0,3,10.0,0.0,4.333333333333333,10,0.16666666666666666,0,0,1,0,0,0,0,1,0,0.0019523376769288326,30.0,4.531951198617303,0.07641079206591073,True
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,10,Eliminated Week 1,Eliminated,1.0,4.0,1,1,-2.0,4.333333333333333,4.333333333333333,13.0,3,10.0,0.0,4.333333333333333,10,0.16666666666666666,0,0,1,0,0,0,0,1,0,0.0019523376769293688,28.5,4.531951198617303,0.07641079206591073,True
Kenny Mayne,Andrea Hale,Sports Broadcaster,Washington,United States,46,2,10,Eliminated Week 1,Eliminated,1.0,4.0,1,1,-2.0,4.333333333333333,4.333333333333333,13.0,3,10.0,0.0,4.333333333333333,10,0.16666666666666666,0,0,1,0,0,0,0,1,0,0.0019523376769293688,28.5,4.531951198617303,0.07641079206591073,True
Harry Hamlin,Ashly Delgrosso,Actor/Actress,California,United States,54,3,9,Eliminated Week 3,Eliminated,3.0,5.0,1,1,-1.5,5.655555555555556,5.666666666666667,17.0,3,6.666666666666667,0.0,5.666666666666667,11,0.3333333333333333,0,0,0,1,0,0,0,1,0,0.00646410884371892,29.0,4.503456991496199,0.10723530221128941,True
Harry Hamlin,Ashly Delgrosso,Actor/Actress,California,United States,54,3,9,Eliminated Week 3,Eliminated,3.0,5.0,1,1,-1.5,5.655555555555556,5.666666666666667,17.0,3,6.666666666666667,0.0,5.666666666666667,11,0.3333333333333333,0,0,0,1,0,0,0,1,0,0.00646410884371892,29.0,4.503456991496199,0.10723530221128941,True
Harry Hamlin,Ashly Delgrosso,Actor/Actress,California,United States,54,3,9,Eliminated Week 3,Eliminated,3.0,5.0,1,1,-1.5,5.655555555555556,5.666666666666667,17.0,3,6.666666666666667,0.0,5.666666666666667,11,0.3333333333333333,0,0,0,1,0,0,0,1,0,0.00646410884371892,29.0,4.503456991496199,0.10723530221128941,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,8,Eliminated Week 4,Eliminated,4.0,6.0,1,1,-1.0,7.611111111111111,7.333333333333333,22.0,3,8.333333333333334,0.0,7.333333333333333,11,0.7424242424242424,0,0,0,1,0,0,0,1,0,0.038415004248767363,10.5,4.503456991496199,0.10723530221128941,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,8,Eliminated Week 4,Eliminated,4.0,6.0,1,1,-1.0,7.611111111111111,7.333333333333333,22.0,3,8.333333333333334,0.0,7.333333333333333,11,0.7424242424242424,0,0,0,1,0,0,0,1,0,0.038415004248767363,10.5,4.503456991496199,0.10723530221128941,True
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,8,Eliminated Week 4,Eliminated,4.0,6.0,1,1,-1.0,7.611111111111111,7.333333333333333,22.0,3,8.333333333333334,0.0,7.333333333333333,11,0.7424242424242424,0,0,0,1,0,0,0,1,0,0.03841500424876445,12.0,4.503456991496199,0.10723530221128941,True
Monique Coleman,Louis Van Amstel,Actor/Actress,South Carolina,United States,25,3,4,Eliminated Week 8,Eliminated,8.0,6.0,1,1,-1.0,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,11,0.5151515151515151,0,0,0,1,0,1,0,0,0,0.01908273291805977,17.0,4.503456991496199,0.10723530221128941,True
Monique Coleman,Louis Van Amstel,Actor/Actress,South Carolina,United States,25,3,4,Eliminated Week 8,Eliminated,8.0,6.0,1,1,-1.0,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,11,0.5151515151515151,0,0,0,1,0,1,0,0,0,0.01908273291805977,17.0,4.503456991496199,0.10723530221128941,True
Monique Coleman,Louis Van Amstel,Actor/Actress,South Carolina,United States,25,3,4,Eliminated Week 8,Eliminated,8.0,6.0,1,1,-1.0,7.3619280788177335,6.333333333333333,19.0,3,6.29064039408867,0.0,6.333333333333333,11,0.5151515151515151,0,0,0,1,0,1,0,0,0,0.01908273291805977,17.0,4.503456991496199,0.10723530221128941,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3,3Rd Place,Finalist,0.0,7.0,1,1,-0.5,7.255746551724138,7.0,21.0,3,5.379310344827586,0.0,7.0,11,0.6060606060606061,0,0,0,1,0,0,1,0,0,0.027284149845390022,14.5,4.503456991496199,0.10723530221128941,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3,3Rd Place,Finalist,0.0,7.0,1,1,-0.5,7.255746551724138,7.0,21.0,3,5.379310344827586,0.0,7.0,11,0.6060606060606061,0,0,0,1,0,0,1,0,0,0.027284149845392933,13.0,4.503456991496199,0.10723530221128941,True
Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3,3Rd Place,Finalist,0.0,7.0,1,1,-0.5,7.255746551724138,7.0,21.0,3,5.379310344827586,0.0,7.0,11,0.6060606060606061,0,0,0,1,0,0,1,0,0,0.027284149845390022,14.5,4.503456991496199,0.10723530221128941,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2,2Nd Place,Runnerup,0.0,9.0,1,1,0.5,7.795647632311977,8.666666666666666,26.0,3,5.26183844011142,0.0,8.666666666666666,11,0.9696969696969697,0,0,0,1,0,0,1,0,0,0.09204314886064194,2.0,4.503456991496199,0.10723530221128941,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2,2Nd Place,Runnerup,0.0,9.0,1,1,0.5,7.795647632311977,8.666666666666666,26.0,3,5.26183844011142,0.0,8.666666666666666,11,0.9696969696969697,0,0,0,1,0,0,1,0,0,0.09204314886064194,2.0,4.503456991496199,0.10723530221128941,True
Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2,2Nd Place,Runnerup,0.0,9.0,1,1,0.5,7.795647632311977,8.666666666666666,26.0,3,5.26183844011142,0.0,8.666666666666666,11,0.9696969696969697,0,0,0,1,0,0,1,0,0,0.09204314886064194,2.0,4.503456991496199,0.10723530221128941,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,11,0.8787878787878788,0,0,0,0,1,0,1,0,0,0.0659326638236291,5.0,4.503456991496199,0.10723530221128941,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,11,0.8787878787878788,0,0,0,0,1,0,1,0,0,0.0659326638236291,5.0,4.503456991496199,0.10723530221128941,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1,1St Place,Winner,0.0,8.0,1,1,0.0,7.9615851485148506,8.0,24.0,3,4.8894389438943895,0.0,8.0,11,0.8787878787878788,0,0,0,0,1,0,1,0,0,0.0659326638236291,5.0,4.503456991496199,0.10723530221128941,True
Shanna Moakler,Jesse Desoto,Model,Rhode Island,United States,31,3,10,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,6.666666666666667,6.0,18.0,3,10.0,0.0,6.0,11,0.42424242424242425,1,0,0,0,0,0,1,0,0,0.011830604944857933,23.0,4.503456991496199,0.10723530221128941,True
Shanna Moakler,Jesse Desoto,Model,Rhode Island,United States,31,3,10,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,6.666666666666667,6.0,18.0,3,10.0,0.0,6.0,11,0.42424242424242425,1,0,0,0,0,0,1,0,0,0.011830604944857933,23.0,4.503456991496199,0.10723530221128941,True
Shanna Moakler,Jesse Desoto,Model,Rhode Island,United States,31,3,10,Eliminated Week 2,Eliminated,2.0,7.0,1,1,-0.5,6.666666666666667,6.0,18.0,3,10.0,0.0,6.0,11,0.42424242424242425,1,0,0,0,0,0,1,0,0,0.011830604944857933,23.0,4.503456991496199,0.10723530221128941,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,7,Eliminated Week 5,Eliminated,5.0,7.0,1,1,-0.5,8.178165885416666,7.333333333333333,22.0,3,4.8671875,0.0,7.333333333333333,11,0.7424242424242424,0,1,0,0,0,1,0,0,0,0.048195622826457965,8.0,4.503456991496199,0.10723530221128941,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,7,Eliminated Week 5,Eliminated,5.0,7.0,1,1,-0.5,8.178165885416666,7.333333333333333,22.0,3,4.8671875,0.0,7.333333333333333,11,0.7424242424242424,0,1,0,0,0,1,0,0,0,0.048195622826457965,8.0,4.503456991496199,0.10723530221128941,True
Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,7,Eliminated Week 5,Eliminated,5.0,7.0,1,1,-0.5,8.178165885416666,7.333333333333333,22.0,3,4.8671875,0.0,7.333333333333333,11,0.7424242424242424,0,1,0,0,0,1,0,0,0,0.048195622826457965,8.0,4.503456991496199,0.10723530221128941,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,6,Withdrew,Withdrew,0.0,5.0,1,1,-1.5,7.630800000000001,5.0,15.0,3,6.285714285714286,0.0,5.0,11,0.15151515151515152,0,1,0,0,0,0,1,0,0,0.00954816856230344,26.0,4.503456991496199,0.10723530221128941,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,6,Withdrew,Withdrew,0.0,5.0,1,1,-1.5,7.630800000000001,5.0,15.0,3,6.285714285714286,0.0,5.0,11,0.15151515151515152,0,1,0,0,0,0,1,0,0,0.00954816856230344,26.0,4.503456991496199,0.10723530221128941,True
Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,6,Withdrew,Withdrew,0.0,5.0,1,1,-1.5,7.630800000000001,5.0,15.0,3,6.285714285714286,0.0,5.0,11,0.15151515151515152,0,1,0,0,0,0,1,0,0,0.00954816856230344,26.0,4.503456991496199,0.10723530221128941,True
Jerry Springer,Kym Johnson,Tv Personality,Nan,England,62,3,5,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.8454829861111115,5.333333333333333,16.0,3,4.586805555555555,0.0,5.333333333333333,11,0.24242424242424243,0,0,1,0,0,0,0,0,1,0.012707781029791998,20.0,4.503456991496199,0.10723530221128941,True
Jerry Springer,Kym Johnson,Tv Personality,Nan,England,62,3,5,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.8454829861111115,5.333333333333333,16.0,3,4.586805555555555,0.0,5.333333333333333,11,0.24242424242424243,0,0,1,0,0,0,0,0,1,0.012707781029791998,20.0,4.503456991496199,0.10723530221128941,True
Jerry Springer,Kym Johnson,Tv Personality,Nan,England,62,3,5,Eliminated Week 7,Eliminated,7.0,5.0,1,1,-1.5,7.8454829861111115,5.333333333333333,16.0,3,4.586805555555555,0.0,5.333333333333333,11,0.24242424242424243,0,0,1,0,0,0,0,0,1,0.012707781029791998,20.0,4.503456991496199,0.10723530221128941,True
