season,week_num,celebrity_name,week_avg_score,week_z_sum,judge_count,tech_rank,had_bottom_two_record,celebrity_industry,celebrity_age_during_season,final_status,eliminated_week,placement,ballroom_partner,industry_group,age_group,ind_Baseline,age_GenZ,age_Millennial,age_GenX,age_Boomer,score_delta,cum_avg_score,score_volatility,relative_rank,n_competitors,signal_strength,partner_alpha
6,3,Adam Carolla,7.0,-2.0233499999999998,3,6.0,0,Radio Personality,43,Eliminated,4.0,9,Julianne Hough,Baseline,GenX,1,0,0,1,0,0.666666666666667,6.111111111111111,1.0183501544346314,0.35,10,0.3859358227489988,4.999999995
6,4,Adam Carolla,6.333333333333333,-6.7445,3,9.0,0,Radio Personality,43,Eliminated,4.0,9,Julianne Hough,Baseline,GenX,1,0,0,1,0,-0.666666666666667,6.166666666666666,0.8388704928078613,0.1111111111111111,9,0.4947915244151312,4.999999995
26,1,Adam Rippon,8.0,2.0233499999999998,3,1.0,0,Athlete,28,Winner,3.0,1,Jenna Johnson,Baseline,Millennial,1,0,1,0,0,0.0,8.0,0.0,0.95,10,0.3679753688408884,0.3846153845857988
26,2,Adam Rippon,9.25,5.3956,4,1.0,0,Athlete,28,Winner,3.0,1,Jenna Johnson,Baseline,Millennial,1,0,1,0,0,1.25,8.625,0.8838834764831844,0.9375,8,0.29927657257065027,0.3846153845857988
26,3,Adam Rippon,10.25,4.496333333333333,4,1.0,0,Athlete,28,Winner,3.0,1,Jenna Johnson,Baseline,Millennial,1,0,1,0,0,1.0,9.166666666666666,1.1273124382057238,1.0,6,0.45572779556481996,0.3846153845857988
32,1,Adrian Peterson,6.0,1.1562,3,5.0,0,Athlete,38,Eliminated,4.0,11,Britt Stewart,Baseline,Millennial,1,0,1,0,0,0.0,6.0,0.0,0.6785714285714286,14,0.5167192700762964,0.5769230768565089
32,2,Adrian Peterson,5.0,-2.0233499999999998,3,10.0,0,Athlete,38,Eliminated,4.0,11,Britt Stewart,Baseline,Millennial,1,0,1,0,0,-1.0,5.5,0.7071067811865476,0.23076923076923078,13,0.5399540890069909,0.5769230768565089
32,3,Adrian Peterson,5.5,-2.6978,4,11.0,0,Athlete,38,Eliminated,4.0,11,Britt Stewart,Baseline,Millennial,1,0,1,0,0,0.5,5.5,0.5,0.16666666666666666,12,0.538842474800634,0.5769230768565089
32,4,Adrian Peterson,7.0,0.0,3,6.0,0,Athlete,38,Eliminated,4.0,11,Britt Stewart,Baseline,Millennial,1,0,1,0,0,1.5,5.875,0.8539125638299665,0.45454545454545453,11,0.4316930922346303,0.5769230768565089
10,1,Aiden Turner,5.0,-2.0233499999999998,3,10.0,0,Actor/Actress,32,Eliminated,4.0,9,Edyta Sliwinska,Baseline,Millennial,1,0,1,0,0,0.0,5.0,0.0,0.18181818181818182,11,0.49807921190792886,0.7258064515075442
10,2,Aiden Turner,6.333333333333333,-1.3489,3,8.0,0,Actor/Actress,32,Eliminated,4.0,9,Edyta Sliwinska,Baseline,Millennial,1,0,1,0,0,1.333333333333333,5.666666666666666,0.9428090415820635,0.36363636363636365,11,0.6597220325535085,0.7258064515075442
10,3,Aiden Turner,6.666666666666667,-1.3489,3,7.0,0,Actor/Actress,32,Eliminated,4.0,9,Edyta Sliwinska,Baseline,Millennial,1,0,1,0,0,0.3333333333333339,6.0,0.8819171036881972,0.35,10,0.5608715150290308,0.7258064515075442
10,4,Aiden Turner,5.5,-2.0233499999999998,3,8.0,0,Actor/Actress,32,Eliminated,4.0,9,Edyta Sliwinska,Baseline,Millennial,1,0,1,0,0,-1.166666666666667,5.875,0.7622457074451249,0.2222222222222222,9,0.5404812987363725,0.7258064515075442
29,1,Aj Mclean,6.0,0.0,3,6.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,0.0,6.0,0.0,0.5333333333333333,15,0.4586531304965921,0.9016393440997043
29,2,Aj Mclean,6.333333333333333,1.3489,3,5.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,0.33333333333333304,6.166666666666666,0.23570226039551595,0.7333333333333333,15,0.31639157203440565,0.9016393440997043
29,3,Aj Mclean,7.0,0.0,3,7.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,0.666666666666667,6.444444444444444,0.509175077217316,0.5357142857142857,14,0.5059628499334231,0.9016393440997043
29,4,Aj Mclean,8.0,0.0,3,3.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,1.0,6.833333333333333,0.8819171036881973,0.6923076923076923,13,0.30617401395313787,0.9016393440997043
29,5,Aj Mclean,8.0,0.0,3,5.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,0.0,7.0666666666666655,0.9249624617007742,0.5,12,0.44681844876186,0.9016393440997043
29,6,Aj Mclean,9.0,4.0466999999999995,3,1.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,1.0,7.388888888888888,1.1434191739722612,0.8636363636363636,11,0.43896422409120317,0.9016393440997043
29,7,Aj Mclean,8.666666666666666,-1.3489,3,5.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,-0.3333333333333339,7.571428571428571,1.1501092655705907,0.5,10,0.31099594861117197,0.9016393440997043
29,8,Aj Mclean,9.0,0.0,3,5.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,0.3333333333333339,7.75,1.1785113019775795,0.4375,8,0.2923894771165262,0.9016393440997043
29,9,Aj Mclean,8.333266666666667,-4.046497675116247,3,6.0,0,Singer/Rapper,42,Eliminated,9.0,7,Cheryl Burke,Baseline,GenX,1,0,0,1,0,-0.6667333333333332,7.8148074074074065,1.1194095668126147,0.2857142857142857,7,0.3698505511411933,0.9016393440997043
5,1,Albert Reed,7.0,0.0,3,5.0,0,Model,22,Eliminated,2.0,11,Anna Trebunskaya,Baseline,GenZ,1,1,0,0,0,0.0,7.0,0.0,0.5,12,0.43333212536664834,2.49999999875
5,2,Albert Reed,7.0,0.0,3,5.0,0,Model,22,Eliminated,2.0,11,Anna Trebunskaya,Baseline,GenZ,1,1,0,0,0,0.0,7.0,0.0,0.45454545454545453,11,0.49926936703821634,2.49999999875
21,1,Alek Skarlatos,7.333333333333333,0.4496333333333333,3,5.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,0.0,7.333333333333333,0.0,0.6538461538461539,13,0.6601447958346751,0.624999999921875
21,2,Alek Skarlatos,7.5,0.0,3,4.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,0.16666666666666696,7.416666666666666,0.11785113019775845,0.6538461538461539,13,0.446165184304094,0.624999999921875
21,3,Alek Skarlatos,8.25,1.07912,4,3.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,0.75,7.694444444444444,0.4882887730901935,0.75,10,0.545144606709089,0.624999999921875
21,4,Alek Skarlatos,8.0,0.0,3,6.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,-0.25,7.770833333333333,0.42695628191498375,0.5,10,0.6070398743083226,0.624999999921875
21,5,Alek Skarlatos,7.25,-4.72115,4,7.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,-0.75,7.666666666666666,0.4370036867375634,0.2777777777777778,9,0.556258550366338,0.624999999921875
21,6,Alek Skarlatos,7.5,-4.0466999999999995,4,7.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,0.25,7.638888888888888,0.3967460238079363,0.2777777777777778,9,0.654027973633366,0.624999999921875
21,7,Alek Skarlatos,8.833333333333334,-1.3489,3,8.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,1.333333333333334,7.809523809523809,0.5787804181956858,0.125,8,0.11662348072918957,0.624999999921875
21,8,Alek Skarlatos,8.333333333333334,-2.6978,3,6.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,-0.5,7.875,0.5669467095138413,0.2857142857142857,7,0.43189472916258315,0.624999999921875
21,9,Alek Skarlatos,8.5,-1.3488999999999998,3,5.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,0.16666666666666607,7.944444444444445,0.5697830971323896,0.3333333333333333,6,0.33450140748703683,0.624999999921875
21,10,Alek Skarlatos,9.5,-0.8992666666666667,3,3.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,1.0,8.1,0.7283924461137388,0.5,4,0.3319162449848941,0.624999999921875
21,11,Alek Skarlatos,9.3333,-16.18680000000004,3,4.0,0,Military,22,Finalist,11.0,3,Lindsay Arnold,Baseline,GenZ,1,1,0,0,0,-0.16670000000000051,8.212118181818182,0.7847135487783831,0.25,4,0.14752570702095252,0.624999999921875
21,1,Alexa Penavega,7.333333333333333,0.4496333333333333,3,5.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,0.0,7.333333333333333,0.0,0.6538461538461539,13,0.6601447958346751,0.8695652172400756
21,2,Alexa Penavega,7.666666666666667,0.4496333333333333,3,3.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,0.3333333333333339,7.5,0.23570226039551626,0.8461538461538461,13,0.446165184304094,0.8695652172400756
21,3,Alexa Penavega,9.0,4.31648,4,1.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,1.333333333333333,8.0,0.881917103688197,0.95,10,0.545144606709089,0.8695652172400756
21,4,Alexa Penavega,7.0,-2.0233499999999998,3,8.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,-2.0,7.75,0.8766518798921945,0.3,10,0.6070398743083226,0.8695652172400756
21,5,Alexa Penavega,10.0,2.6978,4,1.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,3.0,8.2,1.2605113600792694,1.0,9,0.556258550366338,0.8695652172400756
21,6,Alexa Penavega,7.5,-4.0466999999999995,4,7.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,-2.5,8.083333333333334,1.163089754824527,0.2777777777777778,9,0.654027973633366,0.8695652172400756
21,7,Alexa Penavega,9.166666666666666,1.3489,3,5.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,1.666666666666666,8.238095238095237,1.1379690439434393,0.5,8,0.11662348072918957,0.8695652172400756
21,8,Alexa Penavega,8.999933333333333,-0.00026977999999699964,3,5.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,-0.16673333333333318,8.333325,1.087440566046044,0.42857142857142855,7,0.43189472916258315,0.8695652172400756
21,9,Alexa Penavega,10.0,2.6977999999999995,3,1.0,0,Actor/Actress,27,Eliminated,9.0,6,Mark Ballas,Baseline,Millennial,1,0,1,0,0,1.000066666666667,8.518511111111112,1.1590324298022616,0.9166666666666666,6,0.33450140748703683,0.8695652172400756
16,1,Alexandra Raisman,7.0,4.0466999999999995,3,2.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,0.0,7.0,0.0,0.8333333333333334,12,0.43333212536664834,0.8208955222532858
16,2,Alexandra Raisman,8.0,3.0350249999999996,3,3.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,1.0,7.5,0.7071067811865476,0.8333333333333334,12,0.5423210352279798,0.8208955222532858
16,3,Alexandra Raisman,7.666666666666667,1.3489,3,4.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,-0.33333333333333304,7.555555555555556,0.5091750772173156,0.6818181818181818,11,0.5569510497714374,0.8208955222532858
16,4,Alexandra Raisman,9.0,8.093399999999999,3,1.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,1.333333333333333,7.916666666666667,0.8333333333333337,1.0,10,0.4877780857411537,0.8208955222532858
16,5,Alexandra Raisman,8.333333333333334,0.67445,3,4.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,-0.6666666666666661,8.0,0.7453559924999303,0.6666666666666666,9,0.5797384912032801,0.8208955222532858
16,6,Alexandra Raisman,8.666666666666666,4.72115,3,2.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,0.33333333333333215,8.111111111111112,0.7200822998230958,0.875,8,0.35359918454235945,0.8208955222532858
16,7,Alexandra Raisman,10.666666666666666,3.37225,3,1.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,2.0,8.476190476190476,1.168366109179552,1.0,7,0.7312421113649391,0.8208955222532858
16,8,Alexandra Raisman,9.333333333333334,1.5737166666666667,3,2.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,-1.3333333333333321,8.583333333333334,1.1233453440081378,0.8333333333333334,6,0.43864487487552734,0.8208955222532858
16,9,Alexandra Raisman,9.833333333333334,1.3489,3,1.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,0.5,8.722222222222221,1.130388330520878,0.9,5,0.25337105425618095,0.8208955222532858
16,10,Alexandra Raisman,9.666666666666666,-2.4902386117136674,3,3.0,0,Athlete,18,Eliminated,10.0,4,Mark Ballas,Baseline,GenZ,1,1,0,0,0,-0.16666666666666785,8.816666666666666,1.1067971810589325,0.5,4,0.14124446904833549,0.8208955222532858
27,1,Alexis Ren,7.333333333333333,3.37225,3,3.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,0.0,7.333333333333333,0.0,0.8076923076923077,13,0.3774877622322794,0.624999999921875
27,2,Alexis Ren,8.166666666666666,1.1240833333333333,3,4.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,0.833333333333333,7.75,0.5892556509887891,0.75,12,0.44306691366167916,0.624999999921875
27,3,Alexis Ren,8.666666666666666,1.3489,3,5.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,0.5,8.055555555555555,0.673575314054563,0.5909090909090909,11,0.50360920609646,0.624999999921875
27,4,Alexis Ren,8.333333333333334,0.7707999999999999,3,4.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,-0.33333333333333215,8.125,0.5672382737961702,0.7,10,0.5768115562129592,0.624999999921875
27,5,Alexis Ren,9.666666666666666,6.7445,3,1.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,1.3333333333333321,8.433333333333334,0.8465616732800192,0.9444444444444444,9,0.5665549008476075,0.624999999921875
27,6,Alexis Ren,9.0,0.0,3,4.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,-0.6666666666666661,8.527777777777777,0.7917397627073248,0.6666666666666666,9,0.5813004297982594,0.624999999921875
27,7,Alexis Ren,9.166666666666666,1.3489,3,4.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,0.16666666666666607,8.619047619047619,0.7620287597511197,0.625,8,0.27297298151778654,0.624999999921875
27,8,Alexis Ren,9.666666666666666,0.29975555555555555,3,2.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,0.5,8.75,0.7968190728895949,0.75,6,0.48179285188361864,0.624999999921875
27,9,Alexis Ren,9.5,0.0,3,1.0,0,Social Media Personality,21,Active,,4,Alan Bersten,Baseline,GenZ,1,1,0,0,0,-0.16666666666666607,8.833333333333334,0.7861650943380493,1.0,1,0.0,0.624999999921875
19,1,Alfonso Ribeiro,9.0,5.3956,4,1.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,0.0,9.0,0.0,1.0,13,0.5160608028665913,0.5555555554938272
19,2,Alfonso Ribeiro,8.0,2.6978,4,4.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,-1.0,8.5,0.7071067811865476,0.75,12,0.34613980535212147,0.5555555554938272
19,3,Alfonso Ribeiro,8.0,0.0,4,4.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,0.0,8.333333333333334,0.5773502691896258,0.6363636363636364,11,0.4983770171434502,0.5555555554938272
19,4,Alfonso Ribeiro,10.0,5.3956,4,1.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,2.0,8.75,0.957427107756338,1.0,10,0.6408988180463647,0.5555555554938272
19,5,Alfonso Ribeiro,8.5,1.1990222222222222,4,2.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,-1.5,8.7,0.8366600265340755,0.8333333333333334,9,0.6379741452460631,0.5555555554938272
19,6,Alfonso Ribeiro,9.75,4.72115,4,1.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,1.25,8.875,0.862409415533017,1.0,9,0.40693072682428794,0.5555555554938272
19,7,Alfonso Ribeiro,8.5,2.6978,4,3.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,-1.25,8.821428571428571,0.7999255917777306,0.75,8,0.35475637925085574,0.5555555554938272
19,8,Alfonso Ribeiro,10.25,1.9368820512820513,4,2.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,1.75,9.0,0.8964214570007952,0.8571428571428571,7,0.7527152917135025,0.5555555554938272
19,9,Alfonso Ribeiro,9.625,5.3956,4,1.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,-0.625,9.069444444444445,0.8640183897219884,0.9166666666666666,6,0.4149567676500508,0.5555555554938272
19,10,Alfonso Ribeiro,9.375,-1.3489,4,3.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,-0.25,9.1,0.8203149801549809,0.6,5,0.3498704421875686,0.5555555554938272
19,11,Alfonso Ribeiro,10.0,4.796408585521921,4,1.0,0,Actor/Actress,42,Winner,11.0,1,Witney Carson,Baseline,GenX,1,0,0,1,0,0.625,9.181818181818182,0.8241731393562663,1.0,4,0.09219822000948034,0.5555555554938272
34,1,Alix Earle,6.5,0.67445,2,4.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.0,6.5,0.0,0.75,14,0.4627624262862272,0.9999999998
34,2,Alix Earle,7.0,0.0,3,5.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.5,6.75,0.3535533905932738,0.6071428571428571,14,0.3416136418926476,0.9999999998
34,3,Alix Earle,7.666666666666667,2.6978,3,3.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.666666666666667,7.055555555555556,0.5853140973807079,0.7916666666666666,12,0.31108428718662545,0.9999999998
34,4,Alix Earle,8.0,0.0,3,2.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.33333333333333304,7.291666666666667,0.6718548123582128,0.8181818181818182,11,0.29030495428456765,0.9999999998
34,5,Alix Earle,8.75,2.0233499999999998,4,2.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.75,7.583333333333334,0.8740073734751267,0.85,10,0.4041638843974973,0.9999999998
34,6,Alix Earle,8.75,-1.3489,4,6.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.0,7.777777777777779,0.9154031696268937,0.5,10,0.460625841237017,0.9999999998
34,7,Alix Earle,10.75,5.179776,4,1.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,2.0,8.202380952380953,1.4001133740942056,1.0,9,0.5260998838984093,0.9999999998
34,8,Alix Earle,9.625,0.67445,4,3.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,-1.125,8.380208333333334,1.3904145885938493,0.75,8,0.1868674562694525,0.9999999998
34,9,Alix Earle,10.0,0.0,4,4.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,0.375,8.560185185185185,1.4082333407412668,0.5714285714285714,7,0.5261922064197656,0.9999999998
34,10,Alix Earle,9.666666666666666,1.798533333333333,3,2.0,0,Social Media Personality,24,RunnerUp,10.0,2,Val Chmerkovskiy (Joey Graziadei Week 9),Baseline,GenZ,1,1,0,0,0,-0.3333333333333339,8.670833333333333,1.3730274852706488,0.75,6,0.10077420506021913,0.9999999998
28,1,Ally Brooke,5.333333333333333,-0.67445,3,7.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,0.0,5.333333333333333,0.0,0.4583333333333333,12,0.43787372148581377,0.8108108106793279
28,2,Ally Brooke,6.666666666666667,1.3489,3,3.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,1.333333333333334,6.0,0.9428090415820638,0.75,12,0.47956350834282285,0.8108108106793279
28,3,Ally Brooke,8.0,1.4715272727272726,3,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,1.333333333333333,6.666666666666667,1.3333333333333335,0.95,10,0.6133798883273475,0.8108108106793279
28,4,Ally Brooke,8.0,5.3956,4,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,0.0,7.0,1.2765694770084508,0.85,10,0.5078145797829611,0.8108108106793279
28,5,Ally Brooke,9.0,2.0233499999999998,3,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,1.0,7.4,1.422048600513436,1.0,9,0.3793003283391501,0.8108108106793279
28,6,Ally Brooke,8.333333333333334,-2.6978,3,6.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,-0.6666666666666661,7.555555555555556,1.3277661552257471,0.3888888888888889,9,0.2856680198138214,0.8108108106793279
28,7,Ally Brooke,9.0,2.0233499999999998,3,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,0.6666666666666661,7.761904761904762,1.3293591565847684,0.875,8,0.30539195900041965,0.8108108106793279
28,8,Ally Brooke,10.0,0.5059513162829058,3,3.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,1.0,8.041666666666666,1.4631722440891963,0.7142857142857143,7,0.6478244180031981,0.8108108106793279
28,9,Ally Brooke,10.0,5.3956,4,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,0.0,8.25925925925926,1.5163715626617975,1.0,6,0.5638778459091766,0.8108108106793279
28,10,Ally Brooke,9.833333333333334,6.7445,3,1.0,0,Singer/Rapper,26,Finalist,10.0,3,Sasha Farber,Baseline,Millennial,1,0,1,0,0,-0.16666666666666607,8.416666666666668,1.5138251770487454,1.0,5,0.2273410164886406,0.8108108106793279
32,1,Alyson Hannigan,4.333333333333333,-2.6978,3,11.0,0,Actor/Actress,49,Active,,5,Sasha Farber,Baseline,GenX,1,0,0,1,0,0.0,4.333333333333333,0.0,0.2857142857142857,14,0.5167192700762964,0.8196721310131685
